Regnr;Artikelnaam;Maximumprijs;Eenheid
112666;CYTARABINE ACCORD INJVLST 100MG/ML FLACON 1ML;3,398082;ML
112666;CYTARABINE ACCORD INJVLST 100MG/ML FLACON 5ML;3,398082;ML
112666;CYTARABINE ACCORD INJVLST 100MG/ML FLACON 10ML;3,398082;ML
112666;CYTARABINE ACCORD INJVLST 100MG/ML FLACON 20ML;3,398082;ML
112666;CYTARABINE ACCORD INJVLST 100MG/ML FLACON 40ML;3,398082;ML
112666;CYTARABINE ACCORD INJVLST 100MG/ML FLACON 50ML;3,398082;ML
109248;CYTARABINE FRES KABI INJVLST 100MG/ML FLACON 10ML;3,398082;ML
109248;CYTARABINE FRES KABI INJVLST 100MG/ML FLACON 20ML;3,398082;ML
22863;CYTARABINE HOSPIRA INFVL C 100MG/ML 10ML ONCOTAIN;3,398082;ML
22864;CYTARABINE HOSPIRA INFVL C 100MG/ML 20ML ONCOTAIN;3,398082;ML
22860;CYTARABINE HOSPIRA INJVLST 20MG/ML FL 5ML ONCOTAIN;0,675293;ML
6468;CYTARABINE SANDOZ INJVLST 20MG/ML FLACON 5ML;0,675293;ML
110554//13724;CYTOTEC TABLET 200MCG;0,936265;STUK
121289//13724;CYTOTEC TABLET 200MCG;0,936265;STUK
13724;CYTOTEC TABLET 200MCG;0,936265;STUK
112999;DACEPTON INFVLST 5MG/ML FLACON 20ML;1,963335;ML
EU/1/12/792/001;DACOGEN INFPDR FLACON 50MG;1328,052492;STUK
6869;DAGYNIL TABLET 0,625MG;0,141367;STUK
EU/1/14/939/003;DAKLINZA TABLET FILMOMHULD 60MG;271,753452;STUK
7342;DAKTACORT CREME;0,132755;G
14457;DALACIN C CAPSULE 300MG;0,681740;STUK
117992//6354;DALACIN C GRANULAAT VOOR SUSPENSIE 15MG/ML;0,126584;ML
6354;DALACIN C GRANULAAT VOOR SUSPENSIE 15MG/ML;0,126584;ML
109721//6978;DANTRIUM CAPSULE 25MG;0,280321;STUK
121196//6978;DANTRIUM CAPSULE 25MG;0,280321;STUK
6978;DANTRIUM CAPSULE 25MG;0,280321;STUK
254;DARAPRIM TABLET 25MG;0,381076;STUK
EU/1/16/1140/037;DARUNAVIR MYLAN TABLET FILMOMHULD 600MG;7,638037;STUK
EU/1/16/1140/043;DARUNAVIR MYLAN TABLET FILMOMHULD 800MG;10,692986;STUK
118529;DARUNAVIR SANDOZ TABLET FILMOMHULD 600MG;7,638037;STUK
118530;DARUNAVIR SANDOZ TABLET FILMOMHULD 800MG;10,692986;STUK
117023;DARUNAVIR TEVA TABLET FILMOMHULD 600MG;7,638037;STUK
120797;DASATINIB CF TABLET FILMOMHULD 70MG;59,050009;STUK
120805;DASATINIB SANDOZ TABLET FILMOMHULD 100MG;115,628697;STUK
120801;DASATINIB SANDOZ TABLET FILMOMHULD 20MG;29,346310;STUK
120802;DASATINIB SANDOZ TABLET FILMOMHULD 50MG;58,236849;STUK
120803;DASATINIB SANDOZ TABLET FILMOMHULD 70MG;59,050009;STUK
109397;D‐CURA DRANK 25000IE AMPUL 1ML;1,561512;ML
114888//109397;D‐CURA DRANK 25000IE AMPUL 1ML;1,561512;ML
117085//109397;D‐CURA DRANK 25000IE AMPUL 1ML;1,561512;ML
117325//109397;D‐CURA DRANK 25000IE AMPUL 1ML;1,561512;ML
119748//109397;D‐CURA DRANK 25000IE AMPUL 1ML;1,561512;ML
109398;D‐CURA DRANK 100000IE AMPUL 1ML;3,116620;ML
117328//109398;D‐CURA DRANK 100000IE AMPUL 1ML;3,116620;ML
119747//109398;D‐CURA DRANK 100000IE AMPUL 1ML;3,116620;ML
112993;D‐CURA DRUPPELS 2400IE/ML;0,367186;ML
119600//112993;D‐CURA DRUPPELS 2400IE/ML;0,367186;ML
117250//109398;D‐CURE DRANK 100000IE AMPUL 1ML;3,116620;ML
118913//12450;DECAPEPTYL CR INJPDR 3,75MG IN WWSP +SOLV 1ML;113,957417;STUK
12450;DECAPEPTYL CR INJPDR 3,75MG IN WWSP +SOLV 1ML;113,957417;STUK
EU/1/13/878/001;DEFITELIO INFVLST CONC 80MG/ML FLACON 2,5ML;180,926389;ML
110594//13157;DEPAKINE CHRONO TABLET MGA 300MG;0,139754;STUK
110764//13157;DEPAKINE CHRONO TABLET MGA 300MG;0,139754;STUK
110791//13157;DEPAKINE CHRONO TABLET MGA 300MG;0,139754;STUK
112498//13157;DEPAKINE CHRONO TABLET MGA 300MG;0,139754;STUK
13157;DEPAKINE CHRONO TABLET MGA 300MG;0,139754;STUK
110797//11775;DEPAKINE CHRONO TABLET MGA 500MG;0,223309;STUK
112499//11775;DEPAKINE CHRONO TABLET MGA 500MG;0,223309;STUK
11775;DEPAKINE CHRONO TABLET MGA 500MG;0,223309;STUK
118028//11775;DEPAKINE CHRONO TABLET MGA 500MG;0,223309;STUK
121183//11775;DEPAKINE CHRONO TABLET MGA 500MG;0,223309;STUK
123383//11775;DEPAKINE CHRONO TABLET MGA 500MG;0,223309;STUK
123524//11775;DEPAKINE CHRONO TABLET MGA 500MG;0,223309;STUK
17172//11775;DEPAKINE CHRONO TABLET MGA 500MG;0,223309;STUK
7405;DEPAKINE ENTERIC TABLET 150MG;0,050606;STUK
7055;DEPAKINE ENTERIC TABLET 300MG;0,080290;STUK
7476;DEPAKINE ENTERIC TABLET 500MG;0,187134;STUK
7405;DEPAKINE ENTERIC TABLET MSR 150MG;0,050606;STUK
117597//7055;DEPAKINE ENTERIC TABLET MSR 300MG;0,080290;STUK
7055;DEPAKINE ENTERIC TABLET MSR 300MG;0,080290;STUK
117598//7476;DEPAKINE ENTERIC TABLET MSR 500MG;0,187134;STUK
118583//7476;DEPAKINE ENTERIC TABLET MSR 500MG;0,187134;STUK
7476;DEPAKINE ENTERIC TABLET MSR 500MG;0,187134;STUK
14996;DEPAKINE INJECTIEPOEDER FLAC 400MG + SOLV 4ML;11,057896;STUK
117616//17569;DEPAKINE VLOEISTOF VOOR KINDEREN 300MG/ML;0,101451;ML
119797//17569;DEPAKINE VLOEISTOF VOOR KINDEREN 300MG/ML;0,101451;ML
17569;DEPAKINE VLOEISTOF VOOR KINDEREN 300MG/ML;0,101451;ML
6602;DEPO PROVERA 150 INJSUSP 150MG/ML WWSP 1ML;8,994012;ML
9049;DEPO PROVERA 500 INJSUSP 150MG/ML FLACON 3,3ML;5,518939;ML
17464;DEPONIT T 5 PLEISTER TRANSDERMAAL 5MG/24UUR;0,480417;STUK
30215//17464;DEPONIT T 5 PLEISTER TRANSDERMAAL 5MG/24UUR;0,480417;STUK
17465;DEPONIT T 10 PLEISTER TRANSDERMAAL 10MG/24UUR;0,563405;STUK
21862//17465;DEPONIT T 10 PLEISTER TRANSDERMAAL 10MG/24UUR;0,563405;STUK
30668//17465;DEPONIT T 10 PLEISTER TRANSDERMAAL 10MG/24UUR;0,563405;STUK
31573//17465;DEPONIT T 10 PLEISTER TRANSDERMAAL 10MG/24UUR;0,563405;STUK
110229//6932;DERMOVATE HYDROFIELE CREME 0,5MG/G;0,136252;G
113503//6932;DERMOVATE HYDROFIELE CREME 0,5MG/G;0,136252;G
30644//6932;DERMOVATE HYDROFIELE CREME 0,5MG/G;0,136252;G
31424//6932;DERMOVATE HYDROFIELE CREME 0,5MG/G;0,136252;G
6932;DERMOVATE HYDROFIELE CREME 0,5MG/G;0,136252;G
114559//6933;DERMOVATE HYDROFOBE ZALF 0,05%;0,123081;G
115467//6933;DERMOVATE HYDROFOBE ZALF 0,05%;0,123081;G
6933;DERMOVATE HYDROFOBE ZALF 0,05%;0,123081;G
119006//7579;DERMOVATE LOTION 0,05%;0,141121;G
29618//7579;DERMOVATE LOTION 0,05%;0,141121;G
30965//7579;DERMOVATE LOTION 0,05%;0,141121;G
7579;DERMOVATE LOTION 0,05%;0,141121;G
EU/1/16/1099/001;DESCOVY TABLET FILMOMHULD 200/10MG;16,232245;STUK
EU/1/16/1099/003;DESCOVY TABLET FILMOMHULD 200/25MG;16,232245;STUK
109205;DESLORATADINE CF DRANK 0,5MG/ML;0,049963;ML
EU/1/11/746/006;DESLORATADINE RP TABLET FILMOMHULD 5MG;0,179974;STUK
109202;DESLORATADINE SANDOZ DRANK 0,5MG/ML;0,049963;ML
109201;DESLORATADINE SANDOZ TABLET FILMOMHULD 5MG;0,179974;STUK
110902;DESLORATADINE TEVA DRANK 0,5MG/ML;0,049963;ML
30784;DESMOPRESSINE ACETAAT AUROBINDO TABLET 0,2MG;0,983672;STUK
32842;DESMOPRESSINE ACETAAT SANDOZ TABLET 0,2MG;0,983672;STUK
32000;DESMOPRESSINE ACETAAT TEVA TABLET 0,1MG;1,130667;STUK
32001;DESMOPRESSINE ACETAAT TEVA TABLET 0,2MG;0,983672;STUK
24110;DESMOPRESSINE SANDOZ NEUSSPR 10MCG/DO FLACON 50DO;0,589494;DOSIS
26670;DETRUSITOL SR CAPSULE MVA 4MG;0,650389;STUK
22148;DETRUSITOL TABLET OMHULD 1MG;0,474631;STUK
22149;DETRUSITOL TABLET OMHULD 2MG;0,514231;STUK
16759;DEXAGENTA POS OOGDRUPPELS FLACON 5ML;0,639000;ML
21768=;56079 DEXAMETHASON APOTEX TABLET 0,5MG;0,691777;STUK
107717;DEXAMETHASON CF INJVLST 4MG/ML AMPUL 1ML;1,242198;ML
52990;DEXAMETHASON CF TABLET 0,5MG;0,691777;STUK
56003;DEXAMETHASON TEVA OOGDRUPPELS 1MG/ML FLACON 5ML;0,704727;ML
56079;DEXAMETHASON TEVA TABLET 0,5MG;0,691777;STUK
11302;DEXAMYTREX OOGDRUPPELS FLACON 5ML;0,639000;ML
EU/1/06/367/002;DIACOMIT CAPSULE 250MG;3,732461;STUK
EU/1/06/367/005;DIACOMIT CAPSULE 500MG;6,910212;STUK
EU/1/06/367/008;DIACOMIT POEDER VOOR SUSPENSIE 250MG IN SACHET;3,749766;STUK
EU/1/06/367/011;DIACOMIT POEDER VOOR SUSPENSIE 500MG IN SACHET;6,939858;STUK
25617;DIAMICRON MR TABLET MGA 30MG;0,080889;STUK
643;DIAMOX TABLET 250MG;0,256348;STUK
55374;DIAZEPAM ACCORD TABLET 2MG;0,040008;STUK
55375;DIAZEPAM ACCORD TABLET 5MG;0,053276;STUK
55376;DIAZEPAM ACCORD TABLET 10MG;0,077836;STUK
50280;DIAZEPAM APOTEX TABLET 2MG;0,040008;STUK
50281;DIAZEPAM APOTEX TABLET 5MG;0,053276;STUK
50282;DIAZEPAM APOTEX TABLET 10MG;0,077836;STUK
108992;DIAZEPAM AUROBINDO TABLET 2MG;0,040008;STUK
56691;DIAZEPAM CF INJVLST 5MG/ML AMP 2ML;0,359399;ML
56679;DIAZEPAM CF TABLET 2MG;0,040008;STUK
56680;DIAZEPAM CF TABLET 5MG;0,053276;STUK
56681;DIAZEPAM CF TABLET 10MG;0,077836;STUK
20263=;52640 DIAZEPAM MYLAN TABLET 2MG;0,040008;STUK
20264=;52641 DIAZEPAM MYLAN TABLET 5MG;0,053276;STUK
20265=;52642 DIAZEPAM MYLAN TABLET 10MG;0,077836;STUK
56252;DIAZEPAM PCH TABLET 2MG;0,040008;STUK
56253;DIAZEPAM PCH TABLET 5MG;0,053276;STUK
56254;DIAZEPAM PCH TABLET 10MG;0,077836;STUK
56252;DIAZEPAM TEVA TABLET 2MG;0,040008;STUK
56254;DIAZEPAM TEVA TABLET 10MG;0,077836;STUK
121620//34473;DICLOABAK OOGDRUPPELS 1MG/ML FLACON 10ML;1,035824;ML
34473;DICLOABAK OOGDRUPPELS 1MG/ML FLACON 10ML;1,035824;ML
113370;DICLOFENAC NA/MISOPROSTOL AUROB T MGA 75MG/200MCG;0,343109;STUK
111905;DICLOFENAC NA/MISOPROSTOL SANDOZ T MGA 75MG/200MCG;0,343109;STUK
56777;DICLOFENAC NATRIUM APOTEX TABLET MSR 50MG;0,089398;STUK
57384;DICLOFENAC NATRIUM APOTEX ZETPIL 25MG;0,183428;STUK
57385;DICLOFENAC NATRIUM APOTEX ZETPIL 50MG;0,222723;STUK
56779;DICLOFENAC NATRIUM APOTEX ZETPIL 100MG;0,275995;STUK
22690;DICLOFENAC NATRIUM AUROBINDO RET TABLET MGA 75MG;0,151364;STUK
16275;DICLOFENAC NATRIUM AUROBINDO RET TABLET MGA 100MG;0,230936;STUK
16273;DICLOFENAC NATRIUM AUROBINDO TABLET MSR 25MG;0,066314;STUK
16274;DICLOFENAC NATRIUM AUROBINDO TABLET MSR 50MG;0,089398;STUK
16276;DICLOFENAC NATRIUM AUROBINDO ZETPIL 25MG;0,183428;STUK
16277;DICLOFENAC NATRIUM AUROBINDO ZETPIL 50MG;0,222723;STUK
16278;DICLOFENAC NATRIUM AUROBINDO ZETPIL 100MG;0,275995;STUK
17256;DICLOFENAC NATRIUM CF INJVLST 25MG/ML AMPUL 3ML;0,248669;ML
23152;DICLOFENAC NATRIUM CF RETARD TABLET MGA 75MG;0,151364;STUK
17504;DICLOFENAC NATRIUM CF RETARD TABLET MGA 100MG;0,230936;STUK
17257;DICLOFENAC NATRIUM CF TABLET MSR 25MG;0,066314;STUK
17258;DICLOFENAC NATRIUM CF TABLET MSR 50MG;0,089398;STUK
17260;DICLOFENAC NATRIUM CF ZETPIL 50MG;0,222723;STUK
17261;DICLOFENAC NATRIUM CF ZETPIL 100MG;0,275995;STUK
26014;DICLOFENAC NATRIUM PCH RETARD TABLET MGA 75MG;0,151364;STUK
57138;DICLOFENAC NATRIUM PCH RETARD TABLET MGA 100MG;0,230936;STUK
11986;DICLOFENAC NATRIUM PCH TABLET MSR 50MG;0,089398;STUK
23147;DICLOFENAC NATRIUM SANDOZ RETARD TABLET MGA 75MG;0,151364;STUK
23148;DICLOFENAC NATRIUM SANDOZ RETARD TABLET MGA 100MG;0,230936;STUK
23242;DICLOFENAC NATRIUM SANDOZ TABLET MSR 25MG;0,066314;STUK
23243;DICLOFENAC NATRIUM SANDOZ TABLET MSR 50MG;0,089398;STUK
22928=;20741 DICLOFENAC NATRIUM SANDOZ ZETPIL 25MG;0,183428;STUK
22929=;20742 DICLOFENAC NATRIUM SANDOZ ZETPIL 50MG;0,222723;STUK
22930=;20743 DICLOFENAC NATRIUM SANDOZ ZETPIL 100MG;0,275995;STUK
25586;DICLOFENAC NATRIUM SDZ INJVLST 25MG/ML AMPUL 3ML;0,248669;ML
57138;DICLOFENAC NATRIUM TEVA RETARD TABLET MGA 100MG;0,230936;STUK
11985;DICLOFENAC NATRIUM TEVA TABLET MSR 25MG;0,066314;STUK
11986;DICLOFENAC NATRIUM TEVA TABLET MSR 50MG;0,089398;STUK
110300//32496;DIFFERIN GEL 1MG/G;0,283105;G
32496;DIFFERIN GEL 1MG/G;0,283105;G
EU/1/11/733/004;DIFICLIR TABLET FILMOMHULD 200MG;76,658354;STUK
13038;DIFLUCAN CAPSULE 50MG;0,987757;STUK
114911//15757;DIFLUCAN POEDER VOOR SUSPENSIE 10MG/ML;0,477624;ML
118306//15757;DIFLUCAN POEDER VOOR SUSPENSIE 10MG/ML;0,477624;ML
15757;DIFLUCAN POEDER VOOR SUSPENSIE 10MG/ML;0,477624;ML
117400//15758;DIFLUCAN POEDER VOOR SUSPENSIE 40MG/ML;2,139867;ML
118878//15758;DIFLUCAN POEDER VOOR SUSPENSIE 40MG/ML;2,139867;ML
119994//15758;DIFLUCAN POEDER VOOR SUSPENSIE 40MG/ML;2,139867;ML
120580//15758;DIFLUCAN POEDER VOOR SUSPENSIE 40MG/ML;2,139867;ML
15758;DIFLUCAN POEDER VOOR SUSPENSIE 40MG/ML;2,139867;ML
13074;DILANORM TABLET 200MG;0,222381;STUK
17744;DILANORM TABLET 400MG;0,470453;STUK
17462;DILTIAZEM HCL APOTEX TABLET MGA 90MG;0,132566;STUK
17463;DILTIAZEM HCL APOTEX TABLET MGA 120MG;0,155334;STUK
21374=;17462 DILTIAZEM HCL AUROBINDO RETARD TABLET MGA 90MG;0,132566;STUK
21375=;17463 DILTIAZEM HCL AUROBINDO RETARD TABLET MGA 120MG;0,155334;STUK
18110;DILTIAZEM HCL AUROBINDO TABLET 60MG;0,062947;STUK
22527;DILTIAZEM HCL MYLAN RETARD CAPSULE MGA 180MG;0,223513;STUK
100833;DILTIAZEM HCL MYLAN RETARD CAPSULE MGA 200MG;0,211694;STUK
22528;DILTIAZEM HCL MYLAN RETARD CAPSULE MGA 240MG;0,300847;STUK
22529;DILTIAZEM HCL MYLAN RETARD CAPSULE MGA 300MG;0,254397;STUK
25594=;18594 DILTIAZEM HCL PCH RETARD TABLET MGA 120MG;0,155334;STUK
21306=;18594 DILTIAZEM HCL RP TABLET MGA 120MG;0,155334;STUK
18695;DILTIAZEM HCL SANDOZ TABLET 60MG;0,062947;STUK
109448;DILTIAZEM HCL TEVA RETARD CAPSULE MGA 300MG;0,254397;STUK
25593=;18593 DILTIAZEM HCL TEVA RETARD TABLET MGA 90MG;0,132566;STUK
107481;DIOVAN DRANK 3MG/ML;0,051528;ML
121384//26939;DIOVAN TABLET OMHULD 80MG;0,151409;STUK
26939;DIOVAN TABLET OMHULD 80MG;0,151409;STUK
121396//26940;DIOVAN TABLET OMHULD 160MG;0,299881;STUK
26940;DIOVAN TABLET OMHULD 160MG;0,299881;STUK
34472;DIOVAN TABLET OMHULD 320MG;0,459363;STUK
11790;DIPENTUM CAPSULE 250MG;0,815568;STUK
14363;DIPENTUM TABLET 500MG;1,640649;STUK
2976;DIPHANTOINE‐Z 100 TABLET 92MG;0,244288;STUK
9964;DIPIPERON DRUPPELS 40MG/ML;0,059375;ML
183;DIPIPERON TABLET 40MG;0,106096;STUK
9522;DIPROLENE ZALF 0,5MG/G;0,125432;G
116404//9375;DIPROSALIC ZALF;0,136476;G
117398//9375;DIPROSALIC ZALF;0,136476;G
121699//9375;DIPROSALIC ZALF;0,136476;G
122896//9375;DIPROSALIC ZALF;0,136476;G
23110//9375;DIPROSALIC ZALF;0,136476;G
29629//9375;DIPROSALIC ZALF;0,136476;G
9375;DIPROSALIC ZALF;0,136476;G
121445//6650;DIPROSONE CREME 0,5MG/G;0,112511;G
17955//6650;DIPROSONE CREME 0,5MG/G;0,112511;G
29743//6650;DIPROSONE CREME 0,5MG/G;0,112511;G
6650;DIPROSONE CREME 0,5MG/G;0,112511;G
119298//8211;DIPROSONE LOTION 0,5MG/G (0,05%);0,119419;ML
121399//8211;DIPROSONE LOTION 0,5MG/G (0,05%);0,119419;ML
13546//8211;DIPROSONE LOTION 0,5MG/G (0,05%);0,119419;ML
8211;DIPROSONE LOTION 0,5MG/G (0,05%);0,119419;ML
121371//6864;DIPROSONE ZALF 0,5MG/G (0,05%);0,125432;G
121390//6864;DIPROSONE ZALF 0,5MG/G (0,05%);0,125432;G
122888//6864;DIPROSONE ZALF 0,5MG/G (0,05%);0,125432;G
123694//6864;DIPROSONE ZALF 0,5MG/G (0,05%);0,125432;G
6864;DIPROSONE ZALF 0,5MG/G (0,05%);0,125432;G
109873;DIPYRIDAMOL/ACETYLSALICYLZUUR SDZ CAP MGA 200/25MG;0,363085;STUK
EU/1/12/769/001;DOCETAXEL ACCORD INFVLST CONC 20MG/ML FL 1ML;103,580669;ML
EU/1/12/769/002;DOCETAXEL ACCORD INFVLST CONC 20MG/ML FL 4ML;103,580669;ML
EU/1/12/769/003;DOCETAXEL ACCORD INFVLST CONC 20MG/ML FL 8ML;103,580669;ML
105481;DOCETAXEL AUROBINDO INFVLST CONC 20MG/ML FL 1ML;103,580669;ML
105481;DOCETAXEL AUROBINDO INFVLST CONC 20MG/ML FL 4ML;103,580669;ML
105481;DOCETAXEL AUROBINDO INFVLST CONC 20MG/ML FL 7ML;103,580669;ML
105481;DOCETAXEL AUROBINDO INFVLST CONC 20MG/ML FL 8ML;103,580669;ML
100812;DOCETAXEL HOSPIRA INFVLST CONC 10MG/ML FL 2ML;62,184941;ML
100812;DOCETAXEL HOSPIRA INFVLST CONC 10MG/ML FL 8ML;62,184941;ML
EU/1/12/770/005;DOCETAXEL KABI INFVLST CONC 20MG/ML FL 1ML;103,580669;ML
EU/1/12/770/001;DOCETAXEL KABI INFVLST CONC 20MG/ML FL 4ML;103,580669;ML
EU/1/12/770/004;DOCETAXEL KABI INFVLST CONC 20MG/ML FL 9ML;103,580669;ML
103577;DOCETAXEL SANDOZ INFVLST CONC 10MG/ML FL 2ML;62,184941;ML
103577;DOCETAXEL SANDOZ INFVLST CONC 10MG/ML FL 8ML;62,184941;ML
103577;DOCETAXEL SANDOZ INFVLST CONC 10MG/ML FL 16ML;62,184941;ML
103957//6279;DOGMATIL CAPSULE 50MG;0,121661;STUK
109582//6279;DOGMATIL CAPSULE 50MG;0,121661;STUK
6279;DOGMATIL CAPSULE 50MG;0,121661;STUK
109582//6279;DOGMATYL CAPSULE 50MG;0,121661;STUK
26086=;24277 DOMPERIDON CF TABLET 10MG;0,134316;STUK
104463;DOMPERIDON PCH TABLET 10MG;0,134316;STUK
23949;DOMPERIDON PCH TABLET 10MG;0,134316;STUK
30008;DOMPERIDON SANDOZ TABLET 10MG;0,134316;STUK
112357;DOMPERIDON SMELTTAB TEVA ORODISP TABLET 10MG;0,130468;STUK
10064;DORMICUM INJVLST 5MG/ML AMPUL 3ML;0,418351;ML
10064;DORMICUM INJVLST 5MG/ML AMPUL 10ML;0,418351;ML
9882;DORMONOCT TABLET 1MG;0,396170;STUK
101854;DORZOLAMIDE MYLAN OOGDRUPPELS 20MG/ML FLACON 5ML;1,238306;ML
101121;DORZOLAMIDE PCH OOGDRUPPELS 20MG/ML FLACON 5ML;1,238306;ML
34840;DORZOLAMIDE SANDOZ OOGDRUPPELS 20MG/ML FLACON 5ML;1,238306;ML
105541;DORZOLAMIDE/TIMOLOL AUROBINDO OOGDR 20/5MG/ML F5ML;1,676648;ML
102594;DORZOLAMIDE/TIMOLOL PCH OOGDR 20/5MG/ML FL 5ML;1,676648;ML
102367;DORZOLAMIDE/TIMOLOL SANDOZ OOGDR 20/5MG/ML FL 5ML;1,676648;ML
121152//15375;DOSTINEX TABLET 0,5MG;4,578083;STUK
122398//15375;DOSTINEX TABLET 0,5MG;4,578083;STUK
123401//15375;DOSTINEX TABLET 0,5MG;4,578083;STUK
15375;DOSTINEX TABLET 0,5MG;4,578083;STUK
100401;DOVOBET GEL;0,701311;G
115501//100401;DOVOBET GEL;0,701311;G
117474//100401;DOVOBET GEL;0,701311;G
100401;DOVOBET GEL + APPLICATOR;0,701311;G
27095;DOVOBET ZALF;0,637351;G
107688;DOXAZOSINE AUROBINDO RETARD TABLET MVA 8MG;0,388617;STUK
107678;DOXAZOSINE MYLAN RETARD TABLET MVA 8MG;0,388617;STUK
101671;DOXAZOSINE PCH RETARD TABLET MVA 4MG;0,207537;STUK
33594;DOXAZOSINE SANDOZ RETARD TABLET MVA 4MG;0,207537;STUK
107680;DOXAZOSINE SANDOZ RETARD TABLET MVA 8MG;0,388617;STUK
103617;DOXORUBICINE HCL ACC INFVLST CONC 2MG/ML FL 5ML;2,531566;ML
103617;DOXORUBICINE HCL ACC INFVLST CONC 2MG/ML FL 10ML;2,531566;ML
103617;DOXORUBICINE HCL ACC INFVLST CONC 2MG/ML FL 25ML;2,531566;ML
103617;DOXORUBICINE HCL ACC INFVLST CONC 2MG/ML FL 50ML;2,531566;ML
103617;DOXORUBICINE HCL ACC INFVLST CONC 2MG/ML FL 100ML;2,531566;ML
109099;DOXORUBICINE HCL ACT INFVLST CONC 2MG/ML FL 5ML;2,531566;ML
109099;DOXORUBICINE HCL ACT INFVLST CONC 2MG/ML FL 10ML;2,531566;ML
109099;DOXORUBICINE HCL ACT INFVLST CONC 2MG/ML FL 25ML;2,531566;ML
109099;DOXORUBICINE HCL ACT INFVLST CONC 2MG/ML FL 50ML;2,531566;ML
109099;DOXORUBICINE HCL ACT INFVLST CONC 2MG/ML FL 100ML;2,531566;ML
25763;DOXORUBICINE HCL EBEW INFVLST CONC 2MG/ML FL 50ML;2,531566;ML
102758;DOXORUBICINE HCL PCH INFVLST CONC 2MG/ML FL 5ML;2,531566;ML
102758;DOXORUBICINE HCL PCH INFVLST CONC 2MG/ML FL 25ML;2,531566;ML
102758;DOXORUBICINE HCL PCH INFVLST CONC 2MG/ML FL 100ML;2,531566;ML
25763;DOXORUBICINE HCL SDZ INFVLST CONC 2MG/ML FL 5ML;2,531566;ML
25763;DOXORUBICINE HCL SDZ INFVLST CONC 2MG/ML FL 25ML;2,531566;ML
25763;DOXORUBICINE HCL SDZ INFVLST CONC 2MG/ML FL 100ML;2,531566;ML
9519;DOXYCYCLINE PCH TABLET 100MG;0,184982;STUK
15881=;14227 DRY EYE GEL OOGGEL TUBE 10G;0,415524;G
EU/1/14/964/001;DUAKLIR GENUAIR INHPDR 340/12MCG 60DO;0,769143;DOSIS
112681;DUALKOPT OOGDRUPPELS FLACON 5ML;1,676648;ML
112681;DUALKOPT OOGDRUPPELS FLACON 10ML;1,676648;ML
EU/1/14/960/001;DUAVIVE TABLET MGA 0,45/20MG;0,882904;STUK
EU/1/15/1010/011;DULOXETINE MYLAN CAPSULE MSR 60MG;0,500896;STUK
116117;DULOXETINE PENSA CAPSULE MSR 30MG;0,451995;STUK
116123;DULOXETINE PENSA CAPSULE MSR 60MG;0,500896;STUK
116068;DULOXETINE TEVA CAPSULE MSR 60MG;0,500896;STUK
30589;DUODOPA INTESTINALE GEL 20/5MG/ML ZAK 100ML;1,050930;ML
EU/1/14/920/001;DUORESP SPIROMAX INHPDR 160/4,5MCG 120DO;0,272519;DOSIS
EU/1/14/920/004;DUORESP SPIROMAX INHPDR 320/9MCG 60DO;0,535049;DOSIS
EU/1/06/338/001;DUOTRAV OOGDRUPPELS FLACON 2,5ML;4,799002;ML
EU/1/06/338/002;DUOTRAV OOGDRUPPELS FLACON 2,5ML;4,799002;ML
5619;DUPHASTON TABLET 10MG;0,246992;STUK
107765//5619;DUPHASTON TABLET OMHULD 10MG;0,246992;STUK
5619;DUPHASTON TABLET OMHULD 10MG;0,246992;STUK
10187;DURATEARS OOGDRUPPELS FLACON 15ML;0,268586;ML
121054//31418;DUROGESIC MATRIXPLEISTER 12MCG/UUR;2,286234;STUK
31418;DUROGESIC MATRIXPLEISTER 12MCG/UUR;2,286234;STUK
120689//16845;DUROGESIC MATRIXPLEISTER 25MCG/UUR;3,409643;STUK
16845;DUROGESIC MATRIXPLEISTER 25MCG/UUR;3,409643;STUK
121053//16846;DUROGESIC MATRIXPLEISTER 50MCG/UUR;6,393392;STUK
16846;DUROGESIC MATRIXPLEISTER 50MCG/UUR;6,393392;STUK
120690//16847;DUROGESIC MATRIXPLEISTER 75MCG/UUR;8,953578;STUK
16847;DUROGESIC MATRIXPLEISTER 75MCG/UUR;8,953578;STUK
120684//16848;DUROGESIC MATRIXPLEISTER 100MCG/UUR;11,186094;STUK
16848;DUROGESIC MATRIXPLEISTER 100MCG/UUR;11,186094;STUK
11657;DUSPATAL RETARD CAPSULE MGA 200MG;0,221440;STUK
119311;DUTASTERIDE AUROBINDO CAPSULE 0,5MG;0,535093;STUK
116062;DUTASTERIDE CF CAPSULE 0,5MG;0,535093;STUK
117221;DUTASTERIDE XIROMED CAPSULE 0,5MG;0,535093;STUK
115459//104130;DUTASTERIDE/TAMSOLUSINE HCL FISHER CAP 0,5MG/0,4MG;0,856619;STUK
116881//104130;DUTASTERIDE/TAMSOLUSINE HCL FISHER CAP 0,5MG/0,4MG;0,856619;STUK
114215;DYMISTA NEUSSPRAY 137/50MCG/DO FLACON 120DO;0,149827;DOSIS
118778//114215;DYMISTA NEUSSPRAY 137/50MCG/DO FLACON 120DO;0,149827;DOSIS
118908//114215;DYMISTA NEUSSPRAY 137/50MCG/DO FLACON 120DO;0,149827;DOSIS
EU/1/02/209/008;DYNASTAT INJPDR FLACON 40MG + SOLVENS 2ML;7,045930;STUK
